,Predicted,Groundtruth
0,0.6599999999999997,0.37666666666666665
1,0.5034333333333333,0.2866666666666667
2,0.7006666666666664,0.31
3,0.7705666666666666,0.87
4,0.5268666666666665,0.5233333333333333
5,0.4896333333333333,0.3133333333333333
6,0.5227000000000003,0.3466666666666667
7,0.5053666666666665,0.5266666666666667
8,0.7793666666666667,0.8633333333333333
9,0.32773333333333354,0.3833333333333333
10,0.7069999999999996,0.88
11,0.43806666666666644,0.3833333333333333
12,0.40913333333333335,0.3333333333333333
13,0.42309999999999987,0.4566666666666667
14,0.7437666666666662,0.8733333333333334
15,0.6991666666666664,0.3166666666666667
16,0.4252333333333332,0.41
17,0.7096000000000002,0.7200000000000001
18,0.6817333333333334,0.6866666666666666
19,0.7447999999999996,0.8833333333333334
20,0.6972999999999996,0.37333333333333335
21,0.3253333333333336,0.3633333333333333
22,0.702766666666667,0.79
23,0.4765333333333335,0.6933333333333334
24,0.751033333333333,0.8733333333333334
25,0.761666666666667,0.7533333333333333
26,0.7536999999999999,0.8833333333333333
27,0.7801333333333332,0.8866666666666667
28,0.43723333333333314,0.3433333333333333
29,0.6969333333333333,0.4066666666666667
30,0.5216333333333334,0.4566666666666667
31,0.5211999999999998,0.49333333333333335
32,0.7399999999999999,0.87
33,0.4387666666666664,0.29
34,0.6939333333333337,0.8566666666666668
35,0.699433333333333,0.39999999999999997
36,0.6705333333333335,0.63
37,0.32703333333333345,0.36666666666666664
38,0.5175000000000005,0.33666666666666667
39,0.5354666666666666,0.48333333333333334
40,0.49919999999999987,0.3266666666666666
41,0.4240999999999998,0.44333333333333336
42,0.6720333333333334,0.8433333333333333
43,0.7562999999999996,0.8666666666666667
44,0.7548999999999998,0.86
45,0.7826333333333334,0.8766666666666666
46,0.5143333333333335,0.25666666666666665
47,0.6902000000000007,0.7833333333333333
48,0.6984666666666663,0.42999999999999994
49,0.5305000000000002,0.5066666666666667
50,0.7828666666666667,0.8633333333333333
51,0.7521333333333328,0.8733333333333334
52,0.47746666666666676,0.7366666666666667
53,0.7765999999999997,0.86
54,0.6633666666666663,0.5333333333333333
55,0.6687666666666671,0.6299999999999999
56,0.709466666666667,0.8066666666666666
57,0.6991666666666666,0.36666666666666664
58,0.7059333333333331,0.8933333333333332
59,0.6419000000000004,0.5833333333333334
60,0.7633333333333328,0.81
61,0.7559000000000001,0.7433333333333333
62,0.5443666666666667,0.5100000000000001
63,0.6612666666666667,0.6400000000000001
64,0.5456666666666667,0.45333333333333337
65,0.7591666666666663,0.84
66,0.6605999999999997,0.6033333333333334
67,0.7332333333333338,0.8066666666666666
68,0.6645999999999997,0.36999999999999994
69,0.6716333333333333,0.64
70,0.4768000000000002,0.69
71,0.6991999999999997,0.43333333333333335
72,0.6882000000000005,0.7399999999999999
73,0.6516666666666667,0.6833333333333332
74,0.6642999999999998,0.3466666666666667
75,0.6550666666666664,0.6866666666666666
76,0.7706999999999998,0.8733333333333334
77,0.762833333333333,0.9133333333333332
78,0.6577666666666666,0.75
79,0.6645666666666662,0.6466666666666666
80,0.7633333333333332,0.91
81,0.7785000000000001,0.8766666666666666
82,0.5284666666666671,0.19333333333333333
83,0.32280000000000014,0.37666666666666665
84,0.49683333333333346,0.26999999999999996
85,0.5440999999999999,0.46
86,0.32396666666666685,0.3566666666666667
87,0.3234333333333334,0.3666666666666667
88,0.7764999999999996,0.8366666666666668
89,0.6875000000000003,0.7833333333333333
90,0.3261333333333336,0.38000000000000006
91,0.6606999999999995,0.64
92,0.32503333333333356,0.3433333333333333
93,0.6706333333333333,0.66
94,0.7634999999999998,0.9233333333333333
95,0.32490000000000024,0.41333333333333333
96,0.7152666666666666,0.8033333333333333
97,0.7652666666666671,0.7833333333333332
98,0.5180333333333335,0.5233333333333333
99,0.6589999999999998,0.62
100,0.6632666666666664,0.41
101,0.7514999999999995,0.84
102,0.6588666666666663,0.6566666666666666
103,0.32540000000000013,0.35333333333333333
104,0.42136666666666645,0.0
105,0.742233333333333,0.85
106,0.7810666666666668,0.8766666666666666
107,0.6909000000000003,0.8400000000000002
108,0.7817333333333336,0.8833333333333333
109,0.3260333333333335,0.3266666666666666
110,0.7069333333333334,0.8366666666666666
111,0.5076000000000002,0.2833333333333333
112,0.7799333333333333,0.8333333333333334
113,0.6521333333333333,0.7266666666666667
114,0.6842333333333336,0.7300000000000001
115,0.5267999999999996,0.52
116,0.7465333333333329,0.86
117,0.6989666666666665,0.44333333333333336
118,0.7605666666666662,0.88
119,0.5423666666666666,0.57
120,0.7777000000000003,0.8733333333333334
121,0.6850666666666669,0.8033333333333333
122,0.3243333333333336,0.3466666666666667
123,0.6840666666666669,0.6866666666666665
124,0.5150000000000005,0.31666666666666665
125,0.4721333333333334,0.6566666666666666
126,0.7501999999999996,0.86
127,0.6847333333333337,0.6633333333333334
128,0.5031333333333337,0.21999999999999997
129,0.5301999999999999,0.5833333333333334
130,0.43493333333333306,0.4033333333333334
131,0.6903333333333336,0.6766666666666666
132,0.7778333333333333,0.8466666666666667
133,0.755566666666667,0.7466666666666667
134,0.5062000000000002,0.26666666666666666
135,0.7050999999999996,0.86
136,0.7574333333333335,0.7866666666666666
137,0.5102,0.30333333333333334
138,0.32520000000000016,0.3866666666666667
139,0.5043000000000003,0.26666666666666666
140,0.7066666666666663,0.87
141,0.7440000000000007,0.73
142,0.4841666666666668,0.22666666666666666
143,0.6555333333333331,0.36999999999999994
144,0.7005666666666664,0.4033333333333333
145,0.43373333333333314,0.4233333333333333
146,0.7513666666666664,0.7366666666666667
